"user_id","event_id","is_creator"
"21","21","true"
"22","22","false"
"23","23","true"
"24","24","true"
"25","25","true"
"26","26","true"
"27","27","true"
"28","28","true"
"29","29","true"
"30","30","true"
"31","31","true"
"32","32","false"
"33","33","false"
"34","34","true"
"35","35","false"
"36","36","false"
"37","37","false"
"38","38","true"
"39","39","true"
"40","40","false"
"41","41","true"
"42","42","false"
"43","43","true"
"44","44","true"
"45","45","false"
"46","46","true"
"47","47","true"
"48","48","false"
"49","49","false"
"50","50","true"
"51","51","true"
"52","52","true"
"53","53","false"
"54","54","false"
"55","55","false"
"56","56","true"
"57","57","true"
"58","58","true"
"59","59","true"
"60","60","false"
"61","61","true"
"62","62","true"
"63","63","false"
"64","64","true"
"65","65","false"
"66","66","true"
"67","67","false"
"68","68","true"
"69","69","true"
"70","70","false"
"71","71","true"
"72","72","false"
"73","73","false"
"74","74","true"
"75","75","true"
"76","76","false"
"77","77","true"
"78","78","false"
"79","79","false"
"80","80","false"
"81","81","false"
"82","82","false"
"83","83","false"
"84","84","false"
"85","85","false"
"86","86","false"
"87","87","true"
"88","88","false"
"89","89","false"
"90","90","true"
"91","91","true"
"92","92","true"
"93","93","true"
"94","94","false"
"95","95","false"
"96","96","true"
"97","97","true"
"98","98","true"
"99","99","false"
"100","100","true"
"101","101","false"
"102","102","false"
"103","103","false"
"104","104","false"
"105","105","true"
"106","106","false"
"107","107","false"
"108","108","true"
"109","109","true"
"110","110","false"
"111","111","false"
"112","112","true"
"113","113","true"
"114","114","false"
"115","115","false"
"116","116","true"
"117","117","false"
"118","118","true"
"119","119","true"
"120","120","false"
"121","121","false"
"122","122","true"
"123","123","true"
"124","124","true"
"125","125","true"
"126","126","false"
"127","127","true"
"128","128","false"
"129","129","false"
"130","130","false"
"131","131","false"
"132","132","true"
"133","133","false"
"134","134","false"
"135","135","true"
"136","136","false"
"137","137","false"
"138","138","true"
"139","139","true"
"140","140","true"
"141","141","false"
"142","142","false"
"143","143","false"
"144","144","false"
"145","145","false"
"146","146","false"
"147","147","false"
"148","148","true"
"149","149","false"
"150","150","false"
"151","151","false"
"152","152","true"
"153","153","true"
"154","154","true"
"155","155","false"
"156","156","true"
"157","157","false"
"158","158","false"
"159","159","true"
"160","160","true"
"161","161","false"
"162","162","true"
"163","163","true"
"164","164","false"
"165","165","false"
"166","166","false"
"167","167","true"
"168","168","false"
"169","169","true"
"170","170","true"
"171","171","false"
"172","172","true"
"173","173","false"
"174","174","false"
"175","175","false"
"176","176","true"
"177","177","true"
"178","178","false"
"179","179","false"
"180","180","true"
"181","181","true"
"182","182","true"
"183","183","false"
"184","184","false"
"185","185","false"
"186","186","true"
"187","187","false"
"188","188","true"
"189","189","false"
"190","190","false"
"191","191","true"
"192","192","false"
"193","193","true"
"194","194","false"
"195","195","true"
"196","196","false"
"197","197","false"
"198","198","true"
"199","199","true"
"200","200","false"
"201","201","true"
"202","202","true"
"203","203","true"
"204","204","true"
"205","205","true"
"206","206","true"
"207","207","true"
"208","208","false"
"209","209","false"
"210","210","true"
"211","211","true"
"212","212","true"
"213","213","true"
"214","214","false"
"215","215","false"
"216","216","false"
"217","217","true"
"218","218","false"
"219","219","false"
"220","220","true"
"221","221","true"
"222","222","true"
"223","223","false"
"224","224","false"
"225","225","true"
"226","226","false"
"227","227","false"
"228","228","false"
"229","229","false"
"230","230","false"
"231","231","false"
"232","232","false"
"233","233","true"
"234","234","false"
"235","235","false"
"236","236","true"
"237","237","true"
"238","238","true"
"239","239","true"
"240","240","true"
"241","241","false"
"242","242","true"
"243","243","false"
"244","244","true"
"245","245","true"
"246","246","true"
"247","247","false"
"248","248","false"
"249","249","false"
"250","250","true"
"251","251","true"
"252","252","true"
"253","253","false"
"254","254","false"
"255","255","true"
"256","256","false"
"257","257","false"
"258","258","false"
"259","259","false"
"260","260","false"
"261","261","true"
"262","262","true"
"263","263","true"
"264","264","false"
"265","265","true"
"266","266","false"
"267","267","true"
"268","268","true"
"269","269","false"
"270","270","true"
"271","271","false"
"272","272","false"
"273","273","false"
"274","274","false"
"275","275","false"
"276","276","true"
"277","277","false"
"278","278","false"
"279","279","false"
"280","280","false"
"281","281","false"
"282","282","false"
"283","283","false"
"284","284","true"
"285","285","true"
"286","286","false"
"287","287","true"
"288","288","true"
"289","289","false"
"290","290","true"
"291","291","false"
"292","292","false"
"293","293","true"
"294","294","false"
"295","295","true"
"296","296","true"
"297","297","false"
"298","298","true"
"299","299","true"
"300","300","false"
"301","301","false"
"302","302","true"
"303","303","false"
"304","304","false"
"305","305","true"
"306","306","true"
"307","307","true"
"308","308","true"
"309","309","false"
"310","310","true"
"311","311","false"
"312","312","false"
"313","313","false"
"314","314","false"
"315","315","true"
"316","316","true"
"317","317","false"
"318","318","true"
"319","319","false"
"320","320","true"
"321","321","false"
"322","322","false"
"323","323","false"
"324","324","false"
"325","325","true"
"326","326","false"
"327","327","true"
"328","328","false"
"329","329","false"
"330","330","false"
"331","331","true"
"332","332","false"
"333","333","true"
"334","334","true"
"335","335","true"
"336","336","true"
"337","337","true"
"338","338","false"
"339","339","true"
"340","340","true"
"341","341","true"
"342","342","true"
"343","343","true"
"344","344","true"
"345","345","true"
"346","346","false"
"347","347","false"
"348","348","false"
"349","349","false"
"350","350","true"
"351","351","false"
"352","352","true"
"353","353","true"
"354","354","false"
"355","355","false"
"356","356","false"
"357","357","false"
"358","358","true"
"359","359","true"
"360","360","true"
"361","361","false"
"362","362","true"
"363","363","true"
"364","364","false"
"365","365","true"
"366","366","false"
"367","367","false"
"368","368","false"
"369","369","false"
"370","370","false"
"371","371","false"
"372","372","false"
"373","373","true"
"374","374","true"
"375","375","true"
"376","376","true"
"377","377","false"
"378","378","true"
"379","379","true"
"380","380","true"
"381","381","true"
"382","382","true"
"383","383","true"
"384","384","false"
"385","385","false"
"386","386","true"
"387","387","true"
"388","388","false"
"389","389","false"
"390","390","true"
"391","391","false"
"392","392","true"
"393","393","true"
"394","394","true"
"395","395","true"
"396","396","false"
"397","397","false"
"398","398","false"
"399","399","false"
"400","400","true"
"401","401","true"
"402","402","false"
"403","403","true"
"404","404","false"
"405","405","true"
"406","406","false"
"407","407","false"
"408","408","true"
"409","409","true"
"410","410","true"
"411","411","true"
"412","412","false"
"413","413","false"
"414","414","true"
"415","415","false"
"416","416","true"
"417","417","false"
"418","418","false"
"419","419","false"
"420","420","false"
"421","421","false"
"422","422","false"
"423","423","true"
"424","424","false"
"425","425","true"
"426","426","false"
"427","427","true"
"428","428","true"
"429","429","false"
"430","430","false"
"431","431","true"
"432","432","true"
"433","433","true"
"434","434","false"
"435","435","false"
"436","436","true"
"437","437","false"
"438","438","false"
"439","439","false"
"440","440","false"
"441","441","false"
"442","442","true"
"443","443","true"
"444","444","true"
"445","445","false"
"446","446","true"
"447","447","true"
"448","448","true"
"449","449","false"
"450","450","true"
"451","451","true"
"452","452","false"
"453","453","true"
"454","454","false"
"455","455","false"
"456","456","true"
"457","457","false"
"458","458","true"
"459","459","true"
"460","460","false"
"461","461","false"
"462","462","false"
"463","463","false"
"464","464","false"
"465","465","true"
"466","466","true"
"467","467","false"
"468","468","true"
"469","469","false"
"470","470","false"
"471","471","true"
"472","472","true"
"473","473","false"
"474","474","true"
"475","475","false"
"476","476","true"
"477","477","false"
"478","478","true"
"479","479","true"
"480","480","false"
"481","481","false"
"482","482","false"
"483","483","false"
"484","484","false"
"485","485","true"
"486","486","true"
"487","487","true"
"488","488","false"
"489","489","true"
"490","490","false"
"491","491","true"
"492","492","false"
"493","493","false"
"494","494","true"
"495","495","true"
"496","496","true"
"497","497","false"
"498","498","false"
"499","499","true"
"500","500","false"
"501","501","false"
"502","502","false"
"503","503","true"
"504","504","true"
"505","505","false"
"506","506","false"
"507","507","false"
"508","508","false"
"509","509","false"
"510","510","false"
"511","511","false"
"512","512","false"
"513","513","true"
"514","514","true"
"515","515","true"
"516","516","true"
"517","517","false"
"518","518","false"
"519","519","false"
"520","520","false"
"521","521","true"
"522","522","true"
"523","523","false"
"524","524","false"
"525","525","true"
"526","526","false"
"527","527","false"
"528","528","false"
"529","529","false"
"530","530","true"
"531","531","true"
"532","532","true"
"533","533","true"
"534","534","true"
"535","535","false"
"536","536","false"
"537","537","true"
"538","538","true"
"539","539","false"
"540","540","false"
"541","541","false"
"542","542","true"
"543","543","true"
"544","544","true"
"545","545","true"
"546","546","false"
"547","547","false"
"548","548","false"
"549","549","false"
"550","550","true"
"551","551","true"
"552","552","true"
"553","553","false"
"554","554","false"
"555","555","true"
"556","556","false"
"557","557","false"
"558","558","false"
"559","559","false"
"560","560","true"
"561","561","false"
"562","562","true"
"563","563","true"
"564","564","false"
"565","565","false"
"566","566","true"
"567","567","true"
"568","568","true"
"569","569","false"
"570","570","false"
"571","571","false"
"572","572","false"
"573","573","false"
"574","574","true"
"575","575","true"
"576","576","false"
"577","577","false"
"578","578","true"
"579","579","false"
"580","580","true"
"581","581","false"
"582","582","false"
"583","583","false"
"584","584","false"
"585","585","true"
"586","586","true"
"587","587","true"
"588","588","true"
"589","589","false"
"590","590","false"
"591","591","false"
"592","592","false"
"593","593","true"
"594","594","false"
"595","595","false"
"596","596","true"
"597","597","false"
"598","598","true"
"599","599","true"
"600","600","true"
"601","601","true"
"602","602","true"
"603","603","false"
"604","604","true"
"605","605","false"
"606","606","false"
"607","607","true"
"608","608","true"
"609","609","true"
"610","610","true"
"611","611","true"
"612","612","true"
"613","613","true"
"614","614","true"
"615","615","true"
"616","616","false"
"617","617","false"
"618","618","false"
"619","619","true"
"620","620","true"
"621","621","true"
"622","622","true"
"623","623","true"
"624","624","false"
"625","625","false"
"626","626","false"
"627","627","true"
"628","628","true"
"629","629","false"
"630","630","true"
"631","631","false"
"632","632","true"
"633","633","false"
"634","634","true"
"635","635","true"
"636","636","false"
"637","637","false"
"638","638","false"
"639","639","false"
"640","640","false"
"641","641","true"
"642","642","false"
"643","643","true"
"644","644","false"
"645","645","true"
"646","646","true"
"647","647","true"
"648","648","false"
"649","649","false"
"650","650","false"
"651","651","true"
"652","652","true"
"653","653","false"
"654","654","true"
"655","655","true"
"656","656","false"
"657","657","false"
"658","658","true"
"659","659","false"
"660","660","false"
"661","661","false"
"662","662","true"
"663","663","true"
"664","664","true"
"665","665","false"
"666","666","true"
"667","667","false"
"668","668","false"
"669","669","false"
"670","670","true"
"671","671","true"
"672","672","true"
"673","673","true"
"674","674","false"
"675","675","true"
"676","676","true"
